Year,Week,Won Toss,Won OT Toss,Roof,Surface,Duration,Attendance,Weather,Vegas Line,Over/Under,Link,Favorite,Vegas Line,Over/Under (Points)
2017,12,Packers (deferred),,outdoors,grass ,3:04,"62,147","38 degrees, wind 7 mph",Pittsburgh Steelers -14.0,42.5 (over),https://www.pro-football-reference.com/boxscores/201711260pit.htm,Pittsburgh Steelers,-14,42.5
2017,12,Texans (deferred),,outdoors,grass,3:06,"70,357","50 degrees, wind 1 mph",Baltimore Ravens -7.5,39.5 (under),https://www.pro-football-reference.com/boxscores/201711270rav.htm,Baltimore Ravens,-7.5,39.5
2017,13,Redskins (deferred),,retractable roof (closed),matrixturf,2:55,"91,712",,Washington Redskins -1.5,47.0 (over),https://www.pro-football-reference.com/boxscores/201711300dal.htm,Washington Redskins,-1.5,47
2017,13,Patriots (deferred),,outdoors,a_turf,2:57,"68,499","48 degrees, wind 13 mph",New England Patriots -7.5,48.5 (under),https://www.pro-football-reference.com/boxscores/201712030buf.htm,New England Patriots,-7.5,48.5
2017,13,Falcons (deferred),,dome,fieldturf,2:44,"71,185",,Atlanta Falcons -2.0,48.5 (under),https://www.pro-football-reference.com/boxscores/201712030atl.htm,Atlanta Falcons,-2,48.5
2017,13,Lions (deferred),,outdoors,grass,3:05,"70,500","53 degrees, wind 4 mph",Baltimore Ravens -2.5,43.0 (over),https://www.pro-football-reference.com/boxscores/201712030rav.htm,Baltimore Ravens,-2.5,43
2017,13,Titans (deferred),,outdoors,grass ,3:29,"62,758","60 degrees, wind 4 mph",Tennessee Titans -7.0,42.5 (under),https://www.pro-football-reference.com/boxscores/201712030oti.htm,Tennessee Titans,-7,42.5
2017,13,Jets (deferred),,outdoors,fieldturf ,3:20,"77,562","48 degrees, no wind",Kansas City Chiefs -4.0,44.0 (over),https://www.pro-football-reference.com/boxscores/201712030nyj.htm,Kansas City Chiefs,-4,44
2017,13,Broncos (deferred),,outdoors,grass ,3:20,"65,092","80 degrees, wind 11 mph",Denver Broncos -1.0,41.0 (over),https://www.pro-football-reference.com/boxscores/201712030mia.htm,Denver Broncos,-1,41
2017,13,Jaguars (deferred),,outdoors,grass ,3:01,"61,207","70 degrees, wind 7 mph",Jacksonville Jaguars -10.0,41.0 (under),https://www.pro-football-reference.com/boxscores/201712030jax.htm,Jacksonville Jaguars,-10,41
2017,13,Packers (deferred),Packers,outdoors,grass ,2:59,"77,684","42 degrees, wind 8 mph",Green Bay Packers -3.0,45.0 (over),https://www.pro-football-reference.com/boxscores/201712030gnb.htm,Green Bay Packers,-3,45
2017,13,Bears (deferred),,outdoors,grass ,2:52,"61,302","54 degrees, wind 6 mph",Chicago Bears -2.5,42.0 (under),https://www.pro-football-reference.com/boxscores/201712030chi.htm,Chicago Bears,-2.5,42
2017,13,Chargers (deferred),,outdoors,grass,3:02,"25,320","68 degrees, wind 7 mph",Los Angeles Chargers -13.5,45.0 (under),https://www.pro-football-reference.com/boxscores/201712030sdg.htm,Los Angeles Chargers,-13.5,45
2017,13,Raiders (deferred),,outdoors,grass ,3:02,"54,994","58 degrees, wind 11 mph",Oakland Raiders -10.0,43.0 (under),https://www.pro-football-reference.com/boxscores/201712030rai.htm,Oakland Raiders,-10,43
2017,13,Panthers (deferred),,dome,sportturf,3:02,"73,171",,New Orleans Saints -5.5,48.0 (over),https://www.pro-football-reference.com/boxscores/201712030nor.htm,New Orleans Saints,-5.5,48
2017,13,Cardinals (deferred),,retractable roof (closed),grass ,3:03,"63,986",,Los Angeles Rams -7.5,43.0 (over),https://www.pro-football-reference.com/boxscores/201712030crd.htm,Los Angeles Rams,-7.5,43
2017,13,Eagles (deferred),,outdoors,fieldturf ,3:03,"69,075","44 degrees, wind 3 mph",Philadelphia Eagles -3.5,46.5 (under),https://www.pro-football-reference.com/boxscores/201712030sea.htm,Philadelphia Eagles,-3.5,46.5
2017,13,Bengals (deferred),,outdoors,fieldturf ,3:25,"56,029","61 degrees, wind 9 mph",Pittsburgh Steelers -4.5,42.5 (over),https://www.pro-football-reference.com/boxscores/201712040cin.htm,Pittsburgh Steelers,-4.5,42.5
2017,14,Saints,,dome,fieldturf,3:00,"72,866",,Atlanta Falcons -2.5,51.5 (under),https://www.pro-football-reference.com/boxscores/201712070atl.htm,Atlanta Falcons,-2.5,51.5
2017,14,Panthers (deferred),,outdoors,grass ,3:06,"73,728","41 degrees, wind 5 mph",Minnesota Vikings -2.5,40.5 (over),https://www.pro-football-reference.com/boxscores/201712100car.htm,Minnesota Vikings,-2.5,40.5
2017,14,Colts (deferred),Bills,outdoors,a_turf,3:15,"60,222","32 degrees, wind 15 mph",Buffalo Bills -3.5,36.5 (under),https://www.pro-football-reference.com/boxscores/201712100buf.htm,Buffalo Bills,-3.5,36.5
2017,14,Buccaneers (deferred),,outdoors,grass ,3:11,"60,372","55 degrees, wind 9 mph",Tampa Bay Buccaneers 0,47.5 (under),https://www.pro-football-reference.com/boxscores/201712100tam.htm,Tampa Bay Buccaneers,0,47.5
2017,14,Cowboys,,outdoors,fieldturf ,3:01,"78,125","39 degrees, wind 11 mph",Dallas Cowboys -4.0,42.0 (under),https://www.pro-football-reference.com/boxscores/201712100nyg.htm,Dallas Cowboys,-4,42
2017,14,Chiefs (deferred),,outdoors,grass ,3:10,"74,461","46 degrees, wind 13 mph",Kansas City Chiefs -4.5,48.5 (under),https://www.pro-football-reference.com/boxscores/201712100kan.htm,Kansas City Chiefs,-4.5,48.5
2017,14,Texans (deferred),,retractable roof (closed),astroturf,3:19,"71,802",,Houston Texans -1.0,45.5 (under),https://www.pro-football-reference.com/boxscores/201712100htx.htm,Houston Texans,-1,45.5
2017,14,Browns (deferred),Browns,outdoors,grass ,3:19,"67,431","29 degrees, wind 24 mph",Green Bay Packers -2.5,38.5 (over),https://www.pro-football-reference.com/boxscores/201712100cle.htm,Green Bay Packers,-2.5,38.5
2017,14,Bears (deferred),,outdoors,fieldturf ,3:10,"52,002","31 degrees, wind 11 mph",Cincinnati Bengals -6.0,40.5 (under),https://www.pro-football-reference.com/boxscores/201712100cin.htm,Cincinnati Bengals,-6,40.5
2017,14,Redskins (deferred),,outdoors,grass,2:59,"25,393","81 degrees, wind 4 mph",Los Angeles Chargers -6.0,46.5 (under),https://www.pro-football-reference.com/boxscores/201712100sdg.htm,Los Angeles Chargers,-6,46.5
2017,14,Jets (deferred),,outdoors,grass ,2:45,"75,518","60 degrees, wind 3 mph",New York Jets -1.0,40.5 (under),https://www.pro-football-reference.com/boxscores/201712100den.htm,New York Jets,-1,40.5
2017,14,Cardinals (deferred),,retractable roof (closed),grass ,2:58,"64,153",,Tennessee Titans -2.5,42.0 (under),https://www.pro-football-reference.com/boxscores/201712100crd.htm,Tennessee Titans,-2.5,42
2017,14,Rams (deferred),,outdoors,grass,3:33,"67,752","83 degrees, no wind",Los Angeles Rams -1.0,47.5 (over),https://www.pro-football-reference.com/boxscores/201712100ram.htm,Los Angeles Rams,-1,47.5
2017,14,Seahawks (deferred),,outdoors,grass ,3:21,"64,431",,Jacksonville Jaguars -3.0,41.0 (over),https://www.pro-football-reference.com/boxscores/201712100jax.htm,Jacksonville Jaguars,-3,41
2017,14,Steelers (deferred),,outdoors,grass ,3:29,"60,069","33 degrees, wind 12 mph",Pittsburgh Steelers -6.0,43.0 (over),https://www.pro-football-reference.com/boxscores/201712100pit.htm,Pittsburgh Steelers,-6,43
2017,14,Patriots (deferred),,outdoors,grass ,3:18,"65,548","55 degrees, wind 7 mph",New England Patriots -10.5,48.0 (under),https://www.pro-football-reference.com/boxscores/201712110mia.htm,New England Patriots,-10.5,48
2017,15,Colts (deferred),,retractable roof (closed),fieldturf ,3:00,"63,411",,Denver Broncos -3.0,40.5 (under),https://www.pro-football-reference.com/boxscores/201712140clt.htm,Denver Broncos,-3,40.5
2017,15,Bears (deferred),,dome,fieldturf ,3:04,"65,872",,Detroit Lions -5.0,43.5 (under),https://www.pro-football-reference.com/boxscores/201712160det.htm,Detroit Lions,-5,43.5
2017,15,Chiefs (deferred),,outdoors,grass ,3:09,"75,011","53 degrees, wind 9 mph",Kansas City Chiefs -1.0,47.0 (under),https://www.pro-football-reference.com/boxscores/201712160kan.htm,Kansas City Chiefs,-1,47
2017,15,Redskins (deferred),,outdoors,grass ,3:04,"71,026","50 degrees, wind 1 mph",Washington Redskins -4.0,40.0 (under),https://www.pro-football-reference.com/boxscores/201712170was.htm,Washington Redskins,-4,40
2017,15,Eagles (deferred),,outdoors,fieldturf ,3:25,"76,896","35 degrees, no wind",Philadelphia Eagles -7.5,40.5 (over),https://www.pro-football-reference.com/boxscores/201712170nyg.htm,Philadelphia Eagles,-7.5,40.5
2017,15,Jets (deferred),,dome,sportturf,3:20,"73,018",,New Orleans Saints -16.5,47.0 (over),https://www.pro-football-reference.com/boxscores/201712170nor.htm,New Orleans Saints,-16.5,47
2017,15,Bengals (deferred),,dome,sportturf,3:01,"66,833",,Minnesota Vikings -12.5,42.5 (under),https://www.pro-football-reference.com/boxscores/201712170min.htm,Minnesota Vikings,-12.5,42.5
2017,15,Jaguars (deferred),,outdoors,grass ,3:16,"64,701","72 degrees, wind 5 mph",Jacksonville Jaguars -10.5,39.0 (over),https://www.pro-football-reference.com/boxscores/201712170jax.htm,Jacksonville Jaguars,-10.5,39
2017,15,Browns (deferred),,outdoors,grass ,3:06,"56,434","36 degrees, no wind",Baltimore Ravens -6.5,42.0 (under),https://www.pro-football-reference.com/boxscores/201712170cle.htm,Baltimore Ravens,-6.5,42
2017,15,Panthers (deferred),,outdoors,grass ,3:14,"74,447","51 degrees, wind 5 mph",Carolina Panthers -3.0,46.5 (over),https://www.pro-football-reference.com/boxscores/201712170car.htm,Carolina Panthers,-3,46.5
2017,15,Dolphins (deferred),,outdoors,a_turf,3:05,"62,202","22 degrees, wind 8 mph",Buffalo Bills -3.5,39.5 (over),https://www.pro-football-reference.com/boxscores/201712170buf.htm,Buffalo Bills,-3.5,39.5
2017,15,Rams (deferred),,outdoors,fieldturf ,3:14,"69,077","47 degrees, wind 15 mph",Los Angeles Rams -1.0,47.5 (over),https://www.pro-football-reference.com/boxscores/201712170sea.htm,Los Angeles Rams,-1,47.5
2017,15,Titans (deferred),,outdoors,grass,3:07,"70,133","65 degrees, wind 17 mph",San Francisco 49ers -2.5,44.5 (over),https://www.pro-football-reference.com/boxscores/201712170sfo.htm,San Francisco 49ers,-2.5,44.5
2017,15,Patriots (deferred),,outdoors,grass ,2:54,"68,574","42 degrees, wind 4 mph",New England Patriots -2.5,52.5 (under),https://www.pro-football-reference.com/boxscores/201712170pit.htm,New England Patriots,-2.5,52.5
2017,15,Cowboys,,outdoors,grass ,3:23,"55,372","57 degrees, wind 4 mph",Dallas Cowboys -3.0,46.0 (under),https://www.pro-football-reference.com/boxscores/201712170rai.htm,Dallas Cowboys,-3,46
2017,15,Buccaneers (deferred),,outdoors,grass ,2:58,"62,382","71 degrees, wind 2 mph",Atlanta Falcons -7.0,49.5 (under),https://www.pro-football-reference.com/boxscores/201712180tam.htm,Atlanta Falcons,-7,49.5
2017,16,Ravens (deferred),,outdoors,grass,2:56,"70,590","63 degrees, wind 14 mph",Baltimore Ravens -13.5,41.0 (under),https://www.pro-football-reference.com/boxscores/201712230rav.htm,Baltimore Ravens,-13.5,41
2017,16,Packers,,outdoors,grass ,2:58,"78,092","10 degrees, wind 6 mph",Minnesota Vikings -8.5,41.0 (under),https://www.pro-football-reference.com/boxscores/201712230gnb.htm,Minnesota Vikings,-8.5,41
2017,16,Panthers (deferred),,outdoors,grass ,3:05,"71,463","55 degrees, wind 6 mph",Carolina Panthers -10.0,46.5 (under),https://www.pro-football-reference.com/boxscores/201712240car.htm,Carolina Panthers,-10,46.5
2017,16,Redskins (deferred),,outdoors,grass ,3:03,"72,889","43 degrees, wind 7 mph",Washington Redskins -3.0,39.5 (under),https://www.pro-football-reference.com/boxscores/201712240was.htm,Washington Redskins,-3,39.5
2017,16,Titans (deferred),,outdoors,grass ,3:20,"60,097","39 degrees, wind 11 mph",Los Angeles Rams -5.5,46.0 (over),https://www.pro-football-reference.com/boxscores/201712240oti.htm,Los Angeles Rams,-5.5,46
2017,16,Jets (deferred),,outdoors,fieldturf ,3:03,"77,562","40 degrees, wind 6 mph",Los Angeles Chargers -7.5,42.5 (under),https://www.pro-football-reference.com/boxscores/201712240nyj.htm,Los Angeles Chargers,-7.5,42.5
2017,16,Bills (deferred),,outdoors,fieldturf ,3:03,"65,878","35 degrees, wind 7 mph",New England Patriots -11.0,47.5 (over),https://www.pro-football-reference.com/boxscores/201712240nwe.htm,New England Patriots,-11,47.5
2017,16,Saints (deferred),,dome,sportturf,3:05,"73,188",,New Orleans Saints -5.5,52.0 (under),https://www.pro-football-reference.com/boxscores/201712240nor.htm,New Orleans Saints,-5.5,52
2017,16,Dolphins,,outdoors,grass ,3:11,"65,325","23 degrees, wind 15 mph",Kansas City Chiefs -11.0,43.5 (under),https://www.pro-football-reference.com/boxscores/201712240kan.htm,Kansas City Chiefs,-11,43.5
2017,16,Lions (deferred),,outdoors,fieldturf ,3:08,"47,732","35 degrees, wind 2 mph",Detroit Lions -3.5,43.5 (under),https://www.pro-football-reference.com/boxscores/201712240cin.htm,Detroit Lions,-3.5,43.5
2017,16,Bears (deferred),,outdoors,grass ,2:59,"58,796","24 degrees, wind 8 mph",Chicago Bears -5.5,37.0 (under),https://www.pro-football-reference.com/boxscores/201712240chi.htm,Chicago Bears,-5.5,37
2017,16,Jaguars (deferred),,outdoors,grass,3:27,"70,133","52 degrees, no wind",Jacksonville Jaguars -4.0,43.0 (over),https://www.pro-football-reference.com/boxscores/201712240sfo.htm,Jacksonville Jaguars,-4,43
2017,16,Cowboys,,retractable roof (closed),matrixturf,2:56,"92,150",,Dallas Cowboys -4.5,47.0 (under),https://www.pro-football-reference.com/boxscores/201712240dal.htm,Dallas Cowboys,-4.5,47
2017,16,Cardinals (deferred),,retractable roof (closed),grass ,3:04,"63,850",,Arizona Cardinals -3.0,39.0 (under),https://www.pro-football-reference.com/boxscores/201712240crd.htm,Arizona Cardinals,-3,39
2017,16,Texans (deferred),,retractable roof (closed),astroturf,2:56,"71,842",,Pittsburgh Steelers -8.0,45.5 (under),https://www.pro-football-reference.com/boxscores/201712250htx.htm,Pittsburgh Steelers,-8,45.5
2017,16,Raiders (deferred),,outdoors,grass ,3:16,"69,596","29 degrees, wind 15 mph",Philadelphia Eagles -10.0,46.0 (under),https://www.pro-football-reference.com/boxscores/201712250phi.htm,Philadelphia Eagles,-10,46
2017,17,Texans (deferred),,retractable roof (closed),fieldturf ,2:50,"60,557",,Indianapolis Colts -5.5,41.5 (under),https://www.pro-football-reference.com/boxscores/201712310clt.htm,Indianapolis Colts,-5.5,41.5
2017,17,Browns (deferred),,outdoors,grass ,3:05,"50,704","11 degrees, wind 3 mph",Pittsburgh Steelers -5.0,38.5 (over),https://www.pro-football-reference.com/boxscores/201712310pit.htm,Pittsburgh Steelers,-5,38.5
2017,17,Cowboys (deferred),,outdoors,grass ,2:48,"69,596","19 degrees, wind 17 mph",Dallas Cowboys -3.5,41.0 (under),https://www.pro-football-reference.com/boxscores/201712310phi.htm,Dallas Cowboys,-3.5,41
2017,17,Redskins (deferred),,outdoors,fieldturf ,2:53,"76,269","16 degrees, wind 16 mph",Washington Redskins -4.5,41.0 (under),https://www.pro-football-reference.com/boxscores/201712310nyg.htm,Washington Redskins,-4.5,41
2017,17,Patriots,,outdoors,fieldturf ,3:08,"65,878","13 degrees, wind 14 mph",New England Patriots -17.0,43.5 (under),https://www.pro-football-reference.com/boxscores/201712310nwe.htm,New England Patriots,-17,43.5
2017,17,Vikings (deferred),,dome,sportturf,3:05,"66,802",,Minnesota Vikings -13.5,38.5 (under),https://www.pro-football-reference.com/boxscores/201712310min.htm,Minnesota Vikings,-13.5,38.5
2017,17,Packers (deferred),,dome,fieldturf ,2:56,"62,501",,Detroit Lions -7.5,44.5 (over),https://www.pro-football-reference.com/boxscores/201712310det.htm,Detroit Lions,-7.5,44.5
2017,17,Broncos (deferred),,outdoors,grass ,3:07,"75,928","17 degrees, wind 4 mph",Denver Broncos -3.0,37.5 (over),https://www.pro-football-reference.com/boxscores/201712310den.htm,Denver Broncos,-3,37.5
2017,17,Panthers (deferred),,dome,fieldturf,3:09,"74,141",,Atlanta Falcons -5.0,44.5 (under),https://www.pro-football-reference.com/boxscores/201712310atl.htm,Atlanta Falcons,-5,44.5
2017,17,Saints (deferred),,outdoors,grass ,3:09,"55,376","71 degrees, wind 3 mph",New Orleans Saints -6.0,49.0 (over),https://www.pro-football-reference.com/boxscores/201712310tam.htm,New Orleans Saints,-6,49
2017,17,Seahawks (deferred),,outdoors,fieldturf ,3:17,"69,078","40 degrees, wind 7 mph",Seattle Seahawks -8.0,38.0 (over),https://www.pro-football-reference.com/boxscores/201712310sea.htm,Seattle Seahawks,-8,38
2017,17,Chargers (deferred),,outdoors,grass,2:57,"25,430","62 degrees, wind 2 mph",Los Angeles Chargers -7.0,43.0 (under),https://www.pro-football-reference.com/boxscores/201712310sdg.htm,Los Angeles Chargers,-7,43
2017,17,Ravens (deferred),,outdoors,grass,3:33,"70,507","19 degrees, wind 12 mph",Baltimore Ravens -8.0,40.0 (over),https://www.pro-football-reference.com/boxscores/201712310rav.htm,Baltimore Ravens,-8,40
2017,17,Rams (deferred),,outdoors,grass,2:59,"66,125","67 degrees, wind 3 mph",San Francisco 49ers -6.0,44.5 (over),https://www.pro-football-reference.com/boxscores/201712310ram.htm,San Francisco 49ers,-6,44.5
2017,17,Titans (deferred),,outdoors,grass ,3:05,"65,501","23 degrees, wind 5 mph",Tennessee Titans -2.5,40.0 (under),https://www.pro-football-reference.com/boxscores/201712310oti.htm,Tennessee Titans,-2.5,40
2017,17,Bills (deferred),,outdoors,grass ,3:15,"65,571","71 degrees, wind 9 mph",Buffalo Bills -2.5,41.5 (under),https://www.pro-football-reference.com/boxscores/201712310mia.htm,Buffalo Bills,-2.5,41.5
2018,1,Eagles (deferred),,outdoors,grass ,3:19,"69,696","81 degrees, wind 8 mph",Philadelphia Eagles -1.0,44.5 (under),https://www.pro-football-reference.com/boxscores/201809060phi.htm,Philadelphia Eagles,-1,44.5
2018,1,Browns (deferred),Browns,outdoors,grass ,3:54,"67,431","58 degrees, wind 11 mph",Pittsburgh Steelers -3.5,41.0 (over),https://www.pro-football-reference.com/boxscores/201809090cle.htm,Pittsburgh Steelers,-3.5,41
2018,1,Bills (deferred),,outdoors,grass,3:21,"70,591","61 degrees, wind 12 mph",Baltimore Ravens -7.5,39.0 (over),https://www.pro-football-reference.com/boxscores/201809090rav.htm,Baltimore Ravens,-7.5,39
2018,1,Giants (deferred),,outdoors,fieldturf ,3:04,"77,992","59 degrees, wind 7 mph",Jacksonville Jaguars -2.5,43.0 (under),https://www.pro-football-reference.com/boxscores/201809090nyg.htm,Jacksonville Jaguars,-2.5,43
2018,1,Texans (deferred),,outdoors,fieldturf ,3:12,"65,878","62 degrees, wind 10 mph",New England Patriots -6.0,49.5 (under),https://www.pro-football-reference.com/boxscores/201809090nwe.htm,New England Patriots,-6,49.5
2018,1,Buccaneers (deferred),,dome,sportturf,3:13,"73,038",,New Orleans Saints -10.0,50.0 (over),https://www.pro-football-reference.com/boxscores/201809090nor.htm,New Orleans Saints,-10,50
2018,1,49ers (deferred),,dome,sportturf,3:12,"66,673",,Minnesota Vikings -6.0,46.5 (under),https://www.pro-football-reference.com/boxscores/201809090min.htm,Minnesota Vikings,-6,46.5
2018,1,Dolphins (deferred),,outdoors,grass ,7:08,"65,184","89 degrees, wind 7 mph",Tennessee Titans -1.0,43.5 (over),https://www.pro-football-reference.com/boxscores/201809090mia.htm,Tennessee Titans,-1,43.5
2018,1,Colts (deferred),,retractable roof (closed),fieldturf ,3:04,"58,699",,Cincinnati Bengals -1.0,47.5 (over),https://www.pro-football-reference.com/boxscores/201809090clt.htm,Cincinnati Bengals,-1,47.5
2018,1,Chiefs (deferred),,outdoors,grass,3:08,"25,351","84 degrees, wind 8 mph",Los Angeles Chargers -3.5,48.0 (over),https://www.pro-football-reference.com/boxscores/201809090sdg.htm,Los Angeles Chargers,-3.5,48
2018,1,Panthers (deferred),,outdoors,grass ,3:02,"74,532","81 degrees, wind 9 mph",Carolina Panthers -2.5,42.5 (under),https://www.pro-football-reference.com/boxscores/201809090car.htm,Carolina Panthers,-2.5,42.5
2018,1,Seahawks (deferred),,outdoors,grass ,3:06,"76,761","84 degrees, wind 5 mph",Denver Broncos -3.0,42.5 (over),https://www.pro-football-reference.com/boxscores/201809090den.htm,Denver Broncos,-3,42.5
2018,1,Cardinals (deferred),,retractable roof (closed),grass ,2:57,"61,613",,Arizona Cardinals -2.0,43.5 (under),https://www.pro-football-reference.com/boxscores/201809090crd.htm,Arizona Cardinals,-2,43.5
2018,1,Bears (deferred),,outdoors,grass ,3:07,"78,282","62 degrees, wind 10 mph",Green Bay Packers -6.5,45.0 (over),https://www.pro-football-reference.com/boxscores/201809090gnb.htm,Green Bay Packers,-6.5,45
2018,1,Lions (deferred),,dome,fieldturf ,3:18,"61,352",,Detroit Lions -7.0,44.0 (over),https://www.pro-football-reference.com/boxscores/201809100det.htm,Detroit Lions,-7,44
2018,1,Rams (deferred),,outdoors,grass ,3:10,"53,857","69 degrees, wind 10 mph",Los Angeles Rams -6.5,47.5 (under),https://www.pro-football-reference.com/boxscores/201809100rai.htm,Los Angeles Rams,-6.5,47.5
2018,2,Bengals (deferred),,outdoors,fieldturf ,3:26,"50,018","82 degrees, wind 3 mph",Cincinnati Bengals -1.0,43.0 (over),https://www.pro-football-reference.com/boxscores/201809130cin.htm,Cincinnati Bengals,-1,43
2018,2,Bills (deferred),,outdoors,a_turf,3:07,"69,187","83 degrees, wind 6 mph",Los Angeles Chargers -7.5,41.5 (over),https://www.pro-football-reference.com/boxscores/201809160buf.htm,Los Angeles Chargers,-7.5,41.5
2018,2,Falcons (deferred),,dome,fieldturf,3:08,"72,528",,Atlanta Falcons -5.5,44.0 (over),https://www.pro-football-reference.com/boxscores/201809160atl.htm,Atlanta Falcons,-5.5,44
2018,2,Redskins (deferred),,outdoors,grass ,2:53,"57,013","71 degrees, wind 5 mph",Washington Redskins -6.0,48.0 (under),https://www.pro-football-reference.com/boxscores/201809160was.htm,Washington Redskins,-6,48
2018,2,Eagles (deferred),,outdoors,grass ,3:13,"56,552","91 degrees, wind 9 mph",Philadelphia Eagles -3.0,46.5 (over),https://www.pro-football-reference.com/boxscores/201809160tam.htm,Philadelphia Eagles,-3,46.5
2018,2,Chiefs (deferred),,outdoors,grass ,3:23,"63,956","80 degrees, wind 10 mph",Pittsburgh Steelers -4.5,52.0 (over),https://www.pro-football-reference.com/boxscores/201809160pit.htm,Pittsburgh Steelers,-4.5,52
2018,2,Titans (deferred),,outdoors,grass ,2:57,"62,372","81 degrees, wind 12 mph",Houston Texans -3.5,41.0 (under),https://www.pro-football-reference.com/boxscores/201809160oti.htm,Houston Texans,-3.5,41
2018,2,Jets (deferred),,outdoors,fieldturf ,3:04,"77,982","80 degrees, wind 4 mph",New York Jets -3.0,43.0 (under),https://www.pro-football-reference.com/boxscores/201809160nyj.htm,New York Jets,-3,43
2018,2,Saints (deferred),,dome,sportturf,2:55,"73,086",,New Orleans Saints -10.0,51.0 (under),https://www.pro-football-reference.com/boxscores/201809160nor.htm,New Orleans Saints,-10,51
2018,2,Vikings (deferred),Vikings,outdoors,grass ,3:37,"78,461","80 degrees, wind 5 mph",Minnesota Vikings -2.0,45.0 (over),https://www.pro-football-reference.com/boxscores/201809160gnb.htm,Minnesota Vikings,-2,45
2018,2,49ers (deferred),,outdoors,grass,3:20,"70,164","73 degrees, wind 12 mph",San Francisco 49ers -6.0,48.5 (over),https://www.pro-football-reference.com/boxscores/201809160sfo.htm,San Francisco 49ers,-6,48.5
2018,2,Cardinals (deferred),,outdoors,grass,2:45,"66,515","86 degrees, wind 2 mph",Los Angeles Rams -13.5,43.5 (under),https://www.pro-football-reference.com/boxscores/201809160ram.htm,Los Angeles Rams,-13.5,43.5
2018,2,Patriots,,outdoors,grass ,3:02,"68,527","97 degrees, wind 15 mph",New England Patriots -2.0,44.5 (over),https://www.pro-football-reference.com/boxscores/201809160jax.htm,New England Patriots,-2,44.5
2018,2,Broncos (deferred),,outdoors,grass ,3:07,"76,696","92 degrees, wind 4 mph",Denver Broncos -5.5,44.0 (under),https://www.pro-football-reference.com/boxscores/201809160den.htm,Denver Broncos,-5.5,44
2018,2,Giants (deferred),,retractable roof (closed),matrixturf,2:50,"90,512",,Dallas Cowboys -3.0,42.0 (under),https://www.pro-football-reference.com/boxscores/201809160dal.htm,Dallas Cowboys,-3,42
2018,2,Bears (deferred),,outdoors,grass ,2:59,"57,960","79 degrees, wind 2 mph",Chicago Bears -4.5,42.5 (under),https://www.pro-football-reference.com/boxscores/201809170chi.htm,Chicago Bears,-4.5,42.5
2018,3,Jets (deferred),,outdoors,grass ,3:13,"67,431","83 degrees, wind 11 mph",Cleveland Browns -3.0,41.0 (under),https://www.pro-football-reference.com/boxscores/201809200cle.htm,Cleveland Browns,-3,41
2018,3,Bengals (deferred),,outdoors,grass ,3:07,"72,161","80 degrees, wind 3 mph",Carolina Panthers -2.5,44.0 (over),https://www.pro-football-reference.com/boxscores/201809230car.htm,Carolina Panthers,-2.5,44
2018,3,Falcons (deferred),Saints,dome,fieldturf,3:38,"74,457",,Atlanta Falcons -1.5,54.0 (over),https://www.pro-football-reference.com/boxscores/201809230atl.htm,Atlanta Falcons,-1.5,54
2018,3,Packers (deferred),,outdoors,grass ,3:16,"59,827","62 degrees, wind 6 mph",Green Bay Packers -2.5,45.5 (over),https://www.pro-football-reference.com/boxscores/201809230was.htm,Green Bay Packers,-2.5,45.5
2018,3,Broncos (deferred),,outdoors,grass,3:10,"70,156","61 degrees, wind 5 mph",Baltimore Ravens -5.5,46.0 (under),https://www.pro-football-reference.com/boxscores/201809230rav.htm,Baltimore Ravens,-5.5,46
2018,3,Eagles (deferred),,outdoors,grass ,3:10,"69,696","61 degrees, wind 5 mph",Philadelphia Eagles -6.5,45.5 (under),https://www.pro-football-reference.com/boxscores/201809230phi.htm,Philadelphia Eagles,-6.5,45.5
2018,3,Vikings (deferred),,dome,sportturf,3:06,"66,800",,Minnesota Vikings -16.5,41.0 (under),https://www.pro-football-reference.com/boxscores/201809230min.htm,Minnesota Vikings,-16.5,41
2018,3,Dolphins (deferred),,outdoors,grass ,3:04,"65,667","90 degrees, wind 7 mph",Miami Dolphins -3.0,46.0 (over),https://www.pro-football-reference.com/boxscores/201809230mia.htm,Miami Dolphins,-3,46
2018,3,Chiefs (deferred),,outdoors,grass ,3:16,"76,023","70 degrees, wind 4 mph",Kansas City Chiefs -5.5,53.0 (over),https://www.pro-football-reference.com/boxscores/201809230kan.htm,Kansas City Chiefs,-5.5,53
2018,3,Titans (deferred),,outdoors,grass ,2:56,"64,015","89 degrees, wind 10 mph",Jacksonville Jaguars -10.0,39.0 (under),https://www.pro-football-reference.com/boxscores/201809230jax.htm,Jacksonville Jaguars,-10,39
2018,3,Giants (deferred),,retractable roof (closed),astroturf,2:58,"71,838",,Houston Texans -6.5,44.0 (over),https://www.pro-football-reference.com/boxscores/201809230htx.htm,Houston Texans,-6.5,44
2018,3,Chargers (deferred),,outdoors,grass,2:57,"68,947","80 degrees, wind 5 mph",Los Angeles Rams -7.5,49.0 (over),https://www.pro-football-reference.com/boxscores/201809230ram.htm,Los Angeles Rams,-7.5,49
2018,3,Seahawks (deferred),,outdoors,fieldturf ,3:03,"69,047","61 degrees, wind 4 mph",Seattle Seahawks -1.0,40.0 (under),https://www.pro-football-reference.com/boxscores/201809230sea.htm,Seattle Seahawks,-1,40
