Year,Week,Won Toss,Won OT Toss,Roof,Surface,Duration,Attendance,Weather,Vegas Line,Over/Under,Link,Favorite,Vegas Line,Over/Under (Points)
2016,5,Cowboys,,retractable roof (closed),matrixturf,2:47,"91,653",,Cincinnati Bengals -2.5,46.0 (under),https://www.pro-football-reference.com/boxscores/201610090dal.htm,Cincinnati Bengals,-2.5,46
2016,5,Giants (deferred),,outdoors,grass ,3:15,"78,401","49 degrees, relative humidity 0%, wind 7 mph",Green Bay Packers -7.0,49.0 (under),https://www.pro-football-reference.com/boxscores/201610090gnb.htm,Green Bay Packers,-7,49
2016,5,Panthers (deferred),,outdoors,grass ,3:23,"73,425","66 degrees, relative humidity 35%, wind 7 mph, wind chill 0",Carolina Panthers -6.0,46.5 (under),https://www.pro-football-reference.com/boxscores/201610100car.htm,Carolina Panthers,-6,46.5
2016,6,Broncos (deferred),,outdoors,grass ,3:18,"58,904","70 degrees, relative humidity 63%, wind 9 mph, wind chill 0",Denver Broncos -3.0,44.0 (under),https://www.pro-football-reference.com/boxscores/201610130sdg.htm,Denver Broncos,-3,44
2016,6,Jaguars (deferred),,outdoors,grass ,3:02,"61,054","69 degrees, relative humidity 93%, wind 7 mph, wind chill 0",Chicago Bears -2.5,46.0 (under),https://www.pro-football-reference.com/boxscores/201610160chi.htm,Chicago Bears,-2.5,46
2016,6,Bills (deferred),,outdoors,a_turf,3:14,"70,003","72 degrees, relative humidity 61%, wind 22 mph, wind chill 0",Buffalo Bills -7.5,44.0 (over),https://www.pro-football-reference.com/boxscores/201610160buf.htm,Buffalo Bills,-7.5,44
2016,6,Browns (deferred),,outdoors,grass ,3:12,"60,897","75 degrees, relative humidity 70%, wind 10 mph, wind chill 0",Tennessee Titans -7.5,44.5 (over),https://www.pro-football-reference.com/boxscores/201610160oti.htm,Tennessee Titans,-7.5,44.5
2016,6,Giants (deferred),,outdoors,fieldturf ,3:22,"78,487","66 degrees, relative humidity 65%, wind 6 mph, wind chill 0",New York Giants -3.5,42.5 (over),https://www.pro-football-reference.com/boxscores/201610160nyg.htm,New York Giants,-3.5,42.5
2016,6,Bengals (deferred),,outdoors,fieldturf ,3:03,"66,829","66 degrees, relative humidity 54%, wind 14 mph, wind chill 0",New England Patriots -7.5,48.0 (over),https://www.pro-football-reference.com/boxscores/201610160nwe.htm,New England Patriots,-7.5,48
2016,6,Dolphins (deferred),,outdoors,grass ,3:07,"65,351","81 degrees, relative humidity 79%, wind 15 mph, wind chill 0",Pittsburgh Steelers -7.5,49.5 (under),https://www.pro-football-reference.com/boxscores/201610160mia.htm,Pittsburgh Steelers,-7.5,49.5
2016,6,Rams (deferred),,dome,fieldturf ,3:04,"56,018",,Detroit Lions -2.5,44.0 (over),https://www.pro-football-reference.com/boxscores/201610160det.htm,Detroit Lions,-2.5,44
2016,6,Redskins (deferred),,outdoors,grass ,3:09,"78,934","69 degrees, relative humidity 62%, wind 13 mph, wind chill 0",Philadelphia Eagles -3.0,45.0 (over),https://www.pro-football-reference.com/boxscores/201610160was.htm,Philadelphia Eagles,-3,45
2016,6,Panthers (deferred),,dome,sportturf,3:42,"73,138",,Carolina Panthers -2.5,53.5 (over),https://www.pro-football-reference.com/boxscores/201610160nor.htm,Carolina Panthers,-2.5,53.5
2016,6,Chiefs (deferred),,outdoors,grass ,2:46,"54,211","61 degrees, relative humidity 100%, wind 6 mph, wind chill 0",Kansas City Chiefs -1.0,46.5 (under),https://www.pro-football-reference.com/boxscores/201610160rai.htm,Kansas City Chiefs,-1,46.5
2016,6,Cowboys,,outdoors,grass ,3:09,"78,481","69 degrees, relative humidity 63%, wind 8 mph, wind chill 0",Green Bay Packers -5.0,47.0 (under),https://www.pro-football-reference.com/boxscores/201610160gnb.htm,Green Bay Packers,-5,47
2016,6,Falcons (deferred),,outdoors,fieldturf ,3:14,"69,071","54 degrees, relative humidity 83%, wind 10 mph, wind chill 0",Seattle Seahawks -7.0,45.5 (over),https://www.pro-football-reference.com/boxscores/201610160sea.htm,Seattle Seahawks,-7,45.5
2016,6,Colts (deferred),Colts,retractable roof (closed),fieldturf,3:35,"71,891",,Houston Texans -3.0,47.5 (over),https://www.pro-football-reference.com/boxscores/201610160htx.htm,Houston Texans,-3,47.5
2016,6,Cardinals,,retractable roof (closed),grass ,3:05,"64,709",,Arizona Cardinals -7.0,45.5 (under),https://www.pro-football-reference.com/boxscores/201610170crd.htm,Arizona Cardinals,-7,45.5
2016,7,Packers (deferred),,outdoors,grass ,3:12,"78,217","47 degrees, relative humidity 63%, wind 10 mph",Green Bay Packers -7.5,46.5 (under),https://www.pro-football-reference.com/boxscores/201610200gnb.htm,Green Bay Packers,-7.5,46.5
2016,7,Giants,,outdoors,grass,3:03,"74,121","55 degrees, relative humidity 61%, wind 12 mph, wind chill 0",New York Giants -2.5,44.5 (under),https://www.pro-football-reference.com/boxscores/201610230ram.htm,New York Giants,-2.5,44.5
2016,7,Browns (deferred),,outdoors,fieldturf ,2:50,"65,047","65 degrees, relative humidity 50%, wind 5 mph, wind chill 0",Cincinnati Bengals -11.0,46.5 (over),https://www.pro-football-reference.com/boxscores/201610230cin.htm,Cincinnati Bengals,-11,46.5
2016,7,Vikings (deferred),,outdoors,grass ,3:09,"69,596","62 degrees, relative humidity 46%, wind 20 mph, wind chill 0",Minnesota Vikings -3.0,39.0 (under),https://www.pro-football-reference.com/boxscores/201610230phi.htm,Minnesota Vikings,-3,39
2016,7,Titans,,outdoors,grass ,3:21,"65,470","68 degrees, relative humidity 50%, wind 5 mph",Tennessee Titans -4.0,48.0 (over),https://www.pro-football-reference.com/boxscores/201610230oti.htm,Tennessee Titans,-4,48
2016,7,Bills (deferred),,outdoors,grass ,3:19,"65,658","81 degrees, relative humidity 48%, wind 11 mph, wind chill 0",Buffalo Bills -2.5,46.0 (over),https://www.pro-football-reference.com/boxscores/201610230mia.htm,Buffalo Bills,-2.5,46
2016,7,Jaguars (deferred),,outdoors,grass ,3:29,"62,614","70 degrees, relative humidity 47%, wind 6 mph, wind chill 0",Jacksonville Jaguars -2.0,47.5 (over),https://www.pro-football-reference.com/boxscores/201610230jax.htm,Jacksonville Jaguars,-2,47.5
2016,7,Redskins (deferred),,dome,fieldturf ,2:59,"60,461",,Washington Redskins -1.0,50.0 (under),https://www.pro-football-reference.com/boxscores/201610230det.htm,Washington Redskins,-1,50
2016,7,Saints (deferred),,outdoors,grass ,3:05,"76,282","68 degrees, relative humidity 47%, wind 9 mph, wind chill 0",Kansas City Chiefs -7.0,51.5 (under),https://www.pro-football-reference.com/boxscores/201610230kan.htm,Kansas City Chiefs,-7,51.5
2016,7,Jets (deferred),,outdoors,fieldturf ,2:54,"78,160",,New York Jets -2.5,40.0 (push),https://www.pro-football-reference.com/boxscores/201610230nyj.htm,New York Jets,-2.5,40
2016,7,Chargers,Falcons,dome,fieldturf ,3:31,"69,832",,Atlanta Falcons -4.5,52.5 (over),https://www.pro-football-reference.com/boxscores/201610230atl.htm,Atlanta Falcons,-4.5,52.5
2016,7,Buccaneers (deferred),,outdoors,grass,3:14,"70,178","68 degrees, relative humidity 49%, wind 5 mph, wind chill 0",San Francisco 49ers -1.0,45.0 (over),https://www.pro-football-reference.com/boxscores/201610230sfo.htm,San Francisco 49ers,-1,45
2016,7,Steelers,,outdoors,grass ,3:05,"66,009","63 degrees, relative humidity 54%, wind 13 mph",New England Patriots -7.5,49.0 (under),https://www.pro-football-reference.com/boxscores/201610230pit.htm,New England Patriots,-7.5,49
2016,7,Seahawks (deferred),Cardinals,retractable roof (closed),grass ,3:41,"65,089",,Arizona Cardinals -2.5,43.0 (under),https://www.pro-football-reference.com/boxscores/201610230crd.htm,Arizona Cardinals,-2.5,43
2016,7,Broncos (deferred),,outdoors,grass ,3:05,"76,865","71 degrees, relative humidity 17%, wind 5 mph, wind chill 0",Denver Broncos -8.5,40.0 (under),https://www.pro-football-reference.com/boxscores/201610240den.htm,Denver Broncos,-8.5,40
2016,8,Titans,,outdoors,grass ,3:08,"61,619","71 degrees, relative humidity 78%, wind 3 mph, wind chill 0",Tennessee Titans -3.0,43.5 (over),https://www.pro-football-reference.com/boxscores/201610270oti.htm,Tennessee Titans,-3,43.5
2016,8,Bengals (deferred),Redskins,outdoors,grass ,3:56,"84,488","54 degrees, relative humidity 90%, wind 2 mph, wind chill 0",Cincinnati Bengals -3.0,49.0 (over),https://www.pro-football-reference.com/boxscores/201610300cin.htm,Cincinnati Bengals,-3,49
2016,8,Cardinals,,outdoors,grass ,3:32,"74,088","85 degrees, relative humidity 53%, wind 5 mph, wind chill 0",Carolina Panthers -2.5,45.5 (over),https://www.pro-football-reference.com/boxscores/201610300car.htm,Carolina Panthers,-2.5,45.5
2016,8,Patriots (deferred),,outdoors,a_turf,3:17,"70,442","49 degrees, relative humidity 92%, wind 9 mph",New England Patriots -5.5,48.0 (over),https://www.pro-football-reference.com/boxscores/201610300buf.htm,New England Patriots,-5.5,48
2016,8,Raiders (deferred),Raiders,outdoors,grass ,3:46,"61,068","86 degrees, relative humidity 54%, wind 15 mph",Tampa Bay Buccaneers -1.0,48.0 (over),https://www.pro-football-reference.com/boxscores/201610300tam.htm,Tampa Bay Buccaneers,-1,48
2016,8,Colts (deferred),,retractable roof (closed),fieldturf ,3:19,"65,417",,Kansas City Chiefs -3.0,50.5 (under),https://www.pro-football-reference.com/boxscores/201610300clt.htm,Kansas City Chiefs,-3,50.5
2016,8,Jets (deferred),,outdoors,grass ,3:15,"67,431","53 degrees, relative humidity 91%, wind 15 mph",New York Jets -2.5,45.5 (over),https://www.pro-football-reference.com/boxscores/201610300cle.htm,New York Jets,-2.5,45.5
2016,8,Seahawks (deferred),,dome,sportturf,3:00,"73,188",,Seattle Seahawks -1.0,50.0 (under),https://www.pro-football-reference.com/boxscores/201610300nor.htm,Seattle Seahawks,-1,50
2016,8,Texans (deferred),,retractable roof (closed),fieldturf,2:54,"71,882",,Houston Texans -1.0,46.5 (under),https://www.pro-football-reference.com/boxscores/201610300htx.htm,Houston Texans,-1,46.5
2016,8,Chargers (deferred),,outdoors,grass ,3:29,"76,756","76 degrees, relative humidity 19%, wind 6 mph, wind chill 0",Denver Broncos -3.5,43.0 (over),https://www.pro-football-reference.com/boxscores/201610300den.htm,Denver Broncos,-3.5,43
2016,8,Packers (deferred),,dome,fieldturf ,3:06,"70,165",,Atlanta Falcons -3.0,51.0 (over),https://www.pro-football-reference.com/boxscores/201610300atl.htm,Atlanta Falcons,-3,51
2016,8,Cowboys,Cowboys,retractable roof (closed),matrixturf,3:29,"93,103",,Dallas Cowboys -5.0,44.0 (over),https://www.pro-football-reference.com/boxscores/201610300dal.htm,Dallas Cowboys,-5,44
2016,8,Bears (deferred),,outdoors,grass ,2:56,"60,422","58 degrees, relative humidity 71%, wind 12 mph, wind chill 0",Minnesota Vikings -4.5,39.5 (under),https://www.pro-football-reference.com/boxscores/201610310chi.htm,Minnesota Vikings,-4.5,39.5
2016,9,Falcons (deferred),,outdoors,grass ,3:15,"57,797","76 degrees, wind 2 mph",Atlanta Falcons -4.5,49.0 (over),https://www.pro-football-reference.com/boxscores/201611030tam.htm,Atlanta Falcons,-4.5,49
2016,9,Browns,,outdoors,grass ,2:49,"67,431","58 degrees, wind 4 mph",Dallas Cowboys -7.0,49.0 (under),https://www.pro-football-reference.com/boxscores/201611060cle.htm,Dallas Cowboys,-7,49
2016,9,Ravens (deferred),,outdoors,grass,3:18,"71,286","65 degrees, wind 15 mph",Pittsburgh Steelers -3.5,46.0 (under),https://www.pro-football-reference.com/boxscores/201611060rav.htm,Pittsburgh Steelers,-3.5,46
2016,9,Eagles (deferred),,outdoors,fieldturf ,3:17,"80,309","56 degrees, wind 9 mph",New York Giants -3.0,42.5 (over),https://www.pro-football-reference.com/boxscores/201611060nyg.htm,New York Giants,-3,42.5
2016,9,Lions (deferred),Lions,dome,sportturf,3:09,"66,807",,Minnesota Vikings -4.5,42.5 (under),https://www.pro-football-reference.com/boxscores/201611060min.htm,Minnesota Vikings,-4.5,42.5
2016,9,Dolphins (deferred),,outdoors,grass ,3:19,"65,722","80 degrees, wind 14 mph",Miami Dolphins -3.5,45.0 (over),https://www.pro-football-reference.com/boxscores/201611060mia.htm,Miami Dolphins,-3.5,45
2016,9,Chiefs (deferred),,outdoors,grass ,3:20,"73,294","62 degrees, wind 7 mph",Kansas City Chiefs -7.0,42.5 (under),https://www.pro-football-reference.com/boxscores/201611060kan.htm,Kansas City Chiefs,-7,42.5
2016,9,49ers (deferred),,outdoors,grass,3:13,"70,178","70 degrees, no wind",New Orleans Saints -5.0,53.0 (over),https://www.pro-football-reference.com/boxscores/201611060sfo.htm,New Orleans Saints,-5,53
2016,9,Panthers (deferred),,outdoors,grass,3:01,"86,109","75 degrees, wind 2 mph",Carolina Panthers -3.0,44.5 (under),https://www.pro-football-reference.com/boxscores/201611060ram.htm,Carolina Panthers,-3,44.5
2016,9,Packers (deferred),,outdoors,grass ,3:09,"78,437","68 degrees, wind 7 mph",Green Bay Packers -7.5,52.0 (over),https://www.pro-football-reference.com/boxscores/201611060gnb.htm,Green Bay Packers,-7.5,52
2016,9,Chargers,,outdoors,grass ,3:20,"52,281","76 degrees, wind 6 mph",San Diego Chargers -3.5,47.5 (over),https://www.pro-football-reference.com/boxscores/201611060sdg.htm,San Diego Chargers,-3.5,47.5
2016,9,Raiders (deferred),,outdoors,grass ,3:18,"54,957","65 degrees, wind 6 mph",Oakland Raiders -1.0,44.5 (over),https://www.pro-football-reference.com/boxscores/201611060rai.htm,Oakland Raiders,-1,44.5
2016,9,Bills (deferred),,outdoors,fieldturf ,3:15,"69,084","61 degrees, wind 4 mph",Seattle Seahawks -5.5,43.5 (over),https://www.pro-football-reference.com/boxscores/201611070sea.htm,Seattle Seahawks,-5.5,43.5
2016,10,Browns (deferred),,outdoors,grass,2:58,"70,921","54 degrees, wind 3 mph",Baltimore Ravens -7.5,44.0 (under),https://www.pro-football-reference.com/boxscores/201611100rav.htm,Baltimore Ravens,-7.5,44
2016,10,Chiefs (deferred),,outdoors,grass ,3:02,"74,181","45 degrees, wind 6 mph",Carolina Panthers -3.0,44.0 (under),https://www.pro-football-reference.com/boxscores/201611130car.htm,Carolina Panthers,-3,44
2016,10,Redskins (deferred),,outdoors,grass ,2:52,"78,216","58 degrees, wind 7 mph",Washington Redskins -2.5,42.0 (over),https://www.pro-football-reference.com/boxscores/201611130was.htm,Washington Redskins,-2.5,42
2016,10,Buccaneers (deferred),,outdoors,grass ,3:23,"62,898","81 degrees, wind 4 mph",Chicago Bears -2.5,45.0 (over),https://www.pro-football-reference.com/boxscores/201611130tam.htm,Chicago Bears,-2.5,45
2016,10,Eagles (deferred),,outdoors,grass ,3:05,"69,596","58 degrees, wind 10 mph",Philadelphia Eagles -2.0,48.5 (under),https://www.pro-football-reference.com/boxscores/201611130phi.htm,Philadelphia Eagles,-2,48.5
2016,10,Titans (deferred),,outdoors,grass ,3:36,"69,116","56 degrees, wind 3 mph",Green Bay Packers -3.0,48.5 (over),https://www.pro-football-reference.com/boxscores/201611130oti.htm,Green Bay Packers,-3,48.5
2016,10,Jets (deferred),,outdoors,fieldturf ,2:54,"78,160","62 degrees, wind 7 mph",Los Angeles Rams -1.0,39.0 (under),https://www.pro-football-reference.com/boxscores/201611130nyj.htm,Los Angeles Rams,-1,39
2016,10,Broncos (deferred),,dome,sportturf,3:05,"73,138",,New Orleans Saints -3.0,50.0 (under),https://www.pro-football-reference.com/boxscores/201611130nor.htm,New Orleans Saints,-3,50
2016,10,Texans (deferred),,outdoors,grass ,3:00,"62,091","69 degrees, wind 10 mph",Jacksonville Jaguars -3.0,42.0 (over),https://www.pro-football-reference.com/boxscores/201611130jax.htm,Jacksonville Jaguars,-3,42
2016,10,Chargers,,outdoors,grass ,3:20,"55,107","85 degrees, wind 11 mph",San Diego Chargers -4.0,48.5 (over),https://www.pro-football-reference.com/boxscores/201611130sdg.htm,San Diego Chargers,-4,48.5
2016,10,Cardinals,,retractable roof (closed),grass ,3:09,"65,127",,Arizona Cardinals -13.5,46.5 (under),https://www.pro-football-reference.com/boxscores/201611130crd.htm,Arizona Cardinals,-13.5,46.5
2016,10,Steelers (deferred),,outdoors,grass ,3:18,"67,737","56 degrees, wind 7 mph",Pittsburgh Steelers -3.0,50.5 (over),https://www.pro-football-reference.com/boxscores/201611130pit.htm,Pittsburgh Steelers,-3,50.5
2016,10,Seahawks (deferred),,outdoors,fieldturf ,3:12,"66,829","43 degrees, wind 3 mph",New England Patriots -7.5,49.5 (over),https://www.pro-football-reference.com/boxscores/201611130nwe.htm,New England Patriots,-7.5,49.5
2016,10,Giants,,outdoors,fieldturf ,3:12,"76,218","56 degrees, wind 2 mph",Cincinnati Bengals -1.0,49.5 (under),https://www.pro-football-reference.com/boxscores/201611140nyg.htm,Cincinnati Bengals,-1,49.5
2016,11,Panthers (deferred),,outdoors,grass ,3:14,"73,288","63 degrees, wind 6 mph",Carolina Panthers -3.5,52.5 (under),https://www.pro-football-reference.com/boxscores/201611170car.htm,Carolina Panthers,-3.5,52.5
2016,11,Steelers (deferred),,outdoors,grass ,3:04,"67,431","36 degrees, wind 27 mph",Pittsburgh Steelers -8.0,45.5 (under),https://www.pro-football-reference.com/boxscores/201611200cle.htm,Pittsburgh Steelers,-8,45.5
2016,11,Bills (deferred),,outdoors,fieldturf ,3:05,"61,356","36 degrees, wind 8 mph",Cincinnati Bengals -2.5,48.0 (under),https://www.pro-football-reference.com/boxscores/201611200cin.htm,Cincinnati Bengals,-2.5,48
2016,11,Giants (deferred),,outdoors,fieldturf ,3:07,"78,898","41 degrees, wind 10 mph",New York Giants -7.0,41.5 (under),https://www.pro-football-reference.com/boxscores/201611200nyg.htm,New York Giants,-7,41.5
2016,11,Vikings (deferred),,dome,sportturf,3:11,"66,808",,Minnesota Vikings -2.0,39.5 (over),https://www.pro-football-reference.com/boxscores/201611200min.htm,Minnesota Vikings,-2,39.5
2016,11,Buccaneers (deferred),,outdoors,grass ,2:59,"72,277","46 degrees, wind 9 mph",Kansas City Chiefs -7.0,45.0 (under),https://www.pro-football-reference.com/boxscores/201611200kan.htm,Kansas City Chiefs,-7,45
2016,11,Lions,,dome,fieldturf ,3:11,"61,486",,Detroit Lions -5.5,47.0 (under),https://www.pro-football-reference.com/boxscores/201611200det.htm,Detroit Lions,-5.5,47
2016,11,Ravens (deferred),,retractable roof (closed),matrixturf,3:03,"93,056",,Dallas Cowboys -7.0,44.5 (under),https://www.pro-football-reference.com/boxscores/201611200dal.htm,Dallas Cowboys,-7,44.5
2016,11,Titans,,retractable roof (closed),fieldturf ,3:08,"65,048",,Indianapolis Colts -3.0,53.5 (under),https://www.pro-football-reference.com/boxscores/201611200clt.htm,Indianapolis Colts,-3,53.5
2016,11,Rams,,outdoors,grass,3:17,"83,483","63 degrees, wind 3 mph",Los Angeles Rams -1.0,39.0 (under),https://www.pro-football-reference.com/boxscores/201611200ram.htm,Los Angeles Rams,-1,39
2016,11,Patriots (deferred),,outdoors,grass,3:06,"70,178","64 degrees, wind 6 mph",New England Patriots -10.5,51.5 (under),https://www.pro-football-reference.com/boxscores/201611200sfo.htm,New England Patriots,-10.5,51.5
2016,11,Eagles (deferred),,outdoors,fieldturf ,3:16,"69,190","54 degrees, wind 5 mph",Seattle Seahawks -6.5,42.5 (under),https://www.pro-football-reference.com/boxscores/201611200sea.htm,Seattle Seahawks,-6.5,42.5
2016,11,Packers,,outdoors,grass ,3:16,"77,137","38 degrees, wind 23 mph",Washington Redskins -3.0,48.0 (over),https://www.pro-football-reference.com/boxscores/201611200was.htm,Washington Redskins,-3,48
2016,11,Raiders (deferred),,outdoors,grass,3:22,"76,473","63 degrees, wind 6 mph",Oakland Raiders -6.5,45.5 (over),https://www.pro-football-reference.com/boxscores/201611210rai.htm,Oakland Raiders,-6.5,45.5
2016,12,Lions,,dome,fieldturf ,2:57,"63,793",,Detroit Lions -1.5,42.0 (under),https://www.pro-football-reference.com/boxscores/201611240det.htm,Detroit Lions,-1.5,42
2016,12,Cowboys,,retractable roof (closed),matrixturf,3:09,"93,099",,Dallas Cowboys -5.5,53.0 (over),https://www.pro-football-reference.com/boxscores/201611240dal.htm,Dallas Cowboys,-5.5,53
2016,12,Steelers (deferred),,retractable roof (closed),fieldturf ,2:53,"66,583",,Pittsburgh Steelers -8.0,50.0 (under),https://www.pro-football-reference.com/boxscores/201611240clt.htm,Pittsburgh Steelers,-8,50
2016,12,Bengals (deferred),,outdoors,grass,3:05,"70,903","50 degrees, wind 12 mph",Baltimore Ravens -3.5,41.5 (under),https://www.pro-football-reference.com/boxscores/201611270rav.htm,Baltimore Ravens,-3.5,41.5
2016,12,Saints (deferred),,dome,sportturf,3:08,"73,067",,New Orleans Saints -8.0,45.0 (over),https://www.pro-football-reference.com/boxscores/201611270nor.htm,New Orleans Saints,-8,45
2016,12,49ers (deferred),,outdoors,grass ,3:19,"65,856","79 degrees, wind 13 mph",Miami Dolphins -7.5,44.5 (over),https://www.pro-football-reference.com/boxscores/201611270mia.htm,Miami Dolphins,-7.5,44.5
2016,12,Chargers,,retractable roof (closed),fieldturf,3:04,"71,897",,San Diego Chargers -2.5,45.5 (under),https://www.pro-football-reference.com/boxscores/201611270htx.htm,San Diego Chargers,-2.5,45.5
2016,12,Giants,,outdoors,grass ,3:10,"60,034","48 degrees, wind 10 mph",New York Giants -6.5,46.5 (under),https://www.pro-football-reference.com/boxscores/201611270cle.htm,New York Giants,-6.5,46.5
2016,12,Titans (deferred),,outdoors,grass ,3:08,"59,494","40 degrees, wind 11 mph",Tennessee Titans -6.5,41.5 (over),https://www.pro-football-reference.com/boxscores/201611270chi.htm,Tennessee Titans,-6.5,41.5
2016,12,Bills (deferred),,outdoors,a_turf,3:07,"67,849","42 degrees, wind 13 mph",Buffalo Bills -8.5,43.5 (over),https://www.pro-football-reference.com/boxscores/201611270buf.htm,Buffalo Bills,-8.5,43.5
2016,12,Cardinals,,dome,fieldturf ,3:01,"69,233",,Atlanta Falcons -4.0,49.0 (over),https://www.pro-football-reference.com/boxscores/201611270atl.htm,Atlanta Falcons,-4,49
2016,12,Seahawks (deferred),,outdoors,grass ,2:59,"63,674","81 degrees, wind 6 mph",Seattle Seahawks -5.0,46.0 (under),https://www.pro-football-reference.com/boxscores/201611270tam.htm,Seattle Seahawks,-5,46
2016,12,Raiders (deferred),,outdoors,grass ,3:19,"54,909","59 degrees, wind 12 mph",Oakland Raiders -3.5,48.5 (over),https://www.pro-football-reference.com/boxscores/201611270rai.htm,Oakland Raiders,-3.5,48.5
2016,12,Jets (deferred),,outdoors,fieldturf ,3:04,"78,160","47 degrees, wind 10 mph",New England Patriots -8.5,48.0 (under),https://www.pro-football-reference.com/boxscores/201611270nyj.htm,New England Patriots,-8.5,48
2016,12,Chiefs (deferred),Broncos,outdoors,grass ,3:57,"76,819","44 degrees, wind 21 mph",Denver Broncos -3.5,40.0 (over),https://www.pro-football-reference.com/boxscores/201611270den.htm,Denver Broncos,-3.5,40
2016,12,Eagles (deferred),,outdoors,grass ,2:58,"69,596","47 degrees, wind 7 mph",Philadelphia Eagles -4.0,47.0 (under),https://www.pro-football-reference.com/boxscores/201611280phi.htm,Philadelphia Eagles,-4,47
2016,13,Vikings (deferred),,dome,sportturf,3:08,"66,860",,Dallas Cowboys -3.0,43.5 (under),https://www.pro-football-reference.com/boxscores/201612010min.htm,Dallas Cowboys,-3,43.5
2016,13,Bears (deferred),,outdoors,grass ,2:57,"59,782","33 degrees, wind 5 mph",Chicago Bears 0,44.0 (under),https://www.pro-football-reference.com/boxscores/201612040chi.htm,Chicago Bears,0,44
2016,13,Chiefs (deferred),,dome,fieldturf ,2:59,"69,879",,Atlanta Falcons -5.0,50.0 (over),https://www.pro-football-reference.com/boxscores/201612040atl.htm,Atlanta Falcons,-5,50
2016,13,Dolphins (deferred),,outdoors,grass,2:54,"70,916","47 degrees, wind 3 mph",Baltimore Ravens -3.5,41.5 (over),https://www.pro-football-reference.com/boxscores/201612040rav.htm,Baltimore Ravens,-3.5,41.5
2016,13,Rams (deferred),,outdoors,fieldturf ,2:58,"66,829","39 degrees, wind 8 mph",New England Patriots -13.0,44.5 (under),https://www.pro-football-reference.com/boxscores/201612040nwe.htm,New England Patriots,-13,44.5
2016,13,Lions (deferred),,dome,sportturf,3:09,"73,137",,New Orleans Saints -6.5,53.0 (under),https://www.pro-football-reference.com/boxscores/201612040nor.htm,New Orleans Saints,-6.5,53
2016,13,Jaguars (deferred),,outdoors,grass ,3:07,"63,075","70 degrees, wind 10 mph",Denver Broncos -3.5,38.5 (under),https://www.pro-football-reference.com/boxscores/201612040jax.htm,Denver Broncos,-3.5,38.5
2016,13,Packers (deferred),,outdoors,grass ,3:08,"77,867","32 degrees, wind 8 mph",Green Bay Packers -6.5,44.5 (under),https://www.pro-football-reference.com/boxscores/201612040gnb.htm,Green Bay Packers,-6.5,44.5
2016,13,Eagles,,outdoors,fieldturf ,3:03,"55,456","42 degrees, wind 10 mph",Cincinnati Bengals -2.0,42.0 (over),https://www.pro-football-reference.com/boxscores/201612040cin.htm,Cincinnati Bengals,-2,42
2016,13,Bills (deferred),,outdoors,grass ,3:23,"54,759","59 degrees, wind 4 mph",Oakland Raiders -3.0,48.5 (over),https://www.pro-football-reference.com/boxscores/201612040rai.htm,Oakland Raiders,-3,48.5
2016,13,Chargers,,outdoors,grass ,3:04,"53,832","72 degrees, wind 7 mph",San Diego Chargers -3.5,49.0 (push),https://www.pro-football-reference.com/boxscores/201612040sdg.htm,San Diego Chargers,-3.5,49
2016,13,Giants (deferred),,outdoors,grass ,3:06,"65,825","43 degrees, wind 71 mph",Pittsburgh Steelers -6.5,49.5 (under),https://www.pro-football-reference.com/boxscores/201612040pit.htm,Pittsburgh Steelers,-6.5,49.5
2016,13,Redskins (deferred),,retractable roof (closed),grass ,3:12,"64,939",,Arizona Cardinals -2.5,48.5 (over),https://www.pro-football-reference.com/boxscores/201612040crd.htm,Arizona Cardinals,-2.5,48.5
2016,13,Seahawks (deferred),,outdoors,fieldturf ,3:10,"69,104","37 degrees, wind 4 mph",Seattle Seahawks -8.0,43.5 (over),https://www.pro-football-reference.com/boxscores/201612040sea.htm,Seattle Seahawks,-8,43.5
2016,13,Colts (deferred),,outdoors,fieldturf ,2:53,"78,160","45 degrees, wind 6 mph",New York Jets -1.0,48.5 (over),https://www.pro-football-reference.com/boxscores/201612050nyj.htm,New York Jets,-1,48.5
2016,14,Chiefs (deferred),,outdoors,grass ,3:14,"75,191","21 degrees, wind 7 mph",Kansas City Chiefs -3.5,46.0 (under),https://www.pro-football-reference.com/boxscores/201612080kan.htm,Kansas City Chiefs,-3.5,46
2016,14,Panthers (deferred),,outdoors,grass ,3:25,"73,856","37 degrees, wind 6 mph",Carolina Panthers -1.0,48.5 (under),https://www.pro-football-reference.com/boxscores/201612110car.htm,Carolina Panthers,-1,48.5
2016,14,Bills (deferred),,outdoors,a_turf,3:11,"69,657","27 degrees, wind 9 mph",Pittsburgh Steelers -1.0,45.5 (over),https://www.pro-football-reference.com/boxscores/201612110buf.htm,Pittsburgh Steelers,-1,45.5
2016,14,Redskins (deferred),,outdoors,grass ,3:10,"69,596","35 degrees, wind 3 mph",Washington Redskins -2.0,48.5 (over),https://www.pro-football-reference.com/boxscores/201612110phi.htm,Washington Redskins,-2,48.5
2016,14,Titans (deferred),,outdoors,grass ,3:02,"68,780","50 degrees, wind 5 mph",Tennessee Titans -2.0,44.0 (under),https://www.pro-football-reference.com/boxscores/201612110oti.htm,Tennessee Titans,-2,44
